Store,Date,DayOfWeek,Year,Month,Day,Promo,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
4,2025-10-03,5,2025,10,3,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-04,6,2025,10,4,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-05,7,2025,10,5,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-06,1,2025,10,6,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-07,2,2025,10,7,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-08,3,2025,10,8,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-09,4,2025,10,9,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-10,5,2025,10,10,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-11,6,2025,10,11,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-12,7,2025,10,12,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-13,1,2025,10,13,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-14,2,2025,10,14,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-15,3,2025,10,15,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-16,4,2025,10,16,0,0,c,c,620.0,9.0,2009.0,0,,,
4,2025-10-17,5,2025,10,17,0,0,c,c,620.0,9.0,2009.0,0,,,
5,2025-09-18,4,2025,9,18,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-19,5,2025,9,19,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-20,6,2025,9,20,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-21,7,2025,9,21,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-22,1,2025,9,22,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-23,2,2025,9,23,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-24,3,2025,9,24,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-25,4,2025,9,25,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-26,5,2025,9,26,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-27,6,2025,9,27,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-28,7,2025,9,28,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-29,1,2025,9,29,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-09-30,2,2025,9,30,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-01,3,2025,10,1,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-02,4,2025,10,2,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-03,5,2025,10,3,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-04,6,2025,10,4,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-05,7,2025,10,5,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-06,1,2025,10,6,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-07,2,2025,10,7,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-08,3,2025,10,8,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-09,4,2025,10,9,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-10,5,2025,10,10,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-11,6,2025,10,11,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-12,7,2025,10,12,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-13,1,2025,10,13,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-14,2,2025,10,14,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-15,3,2025,10,15,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-16,4,2025,10,16,0,0,a,a,29910.0,4.0,2015.0,0,,,
5,2025-10-17,5,2025,10,17,0,0,a,a,29910.0,4.0,2015.0,0,,,
6,2025-09-18,4,2025,9,18,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-19,5,2025,9,19,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-20,6,2025,9,20,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-21,7,2025,9,21,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-22,1,2025,9,22,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-23,2,2025,9,23,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-24,3,2025,9,24,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-25,4,2025,9,25,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-26,5,2025,9,26,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-27,6,2025,9,27,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-28,7,2025,9,28,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-29,1,2025,9,29,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-09-30,2,2025,9,30,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-01,3,2025,10,1,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-02,4,2025,10,2,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-03,5,2025,10,3,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-04,6,2025,10,4,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-05,7,2025,10,5,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-06,1,2025,10,6,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-07,2,2025,10,7,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-08,3,2025,10,8,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-09,4,2025,10,9,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-10,5,2025,10,10,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-11,6,2025,10,11,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-12,7,2025,10,12,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-13,1,2025,10,13,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-14,2,2025,10,14,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-15,3,2025,10,15,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-16,4,2025,10,16,0,0,a,a,310.0,12.0,2013.0,0,,,
6,2025-10-17,5,2025,10,17,0,0,a,a,310.0,12.0,2013.0,0,,,
7,2025-09-18,4,2025,9,18,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-19,5,2025,9,19,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-20,6,2025,9,20,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-21,7,2025,9,21,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-22,1,2025,9,22,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-23,2,2025,9,23,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-24,3,2025,9,24,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-25,4,2025,9,25,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-26,5,2025,9,26,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-27,6,2025,9,27,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-28,7,2025,9,28,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-29,1,2025,9,29,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-09-30,2,2025,9,30,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-01,3,2025,10,1,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-02,4,2025,10,2,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-03,5,2025,10,3,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-04,6,2025,10,4,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-05,7,2025,10,5,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-06,1,2025,10,6,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-07,2,2025,10,7,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-08,3,2025,10,8,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-09,4,2025,10,9,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-10,5,2025,10,10,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-11,6,2025,10,11,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-12,7,2025,10,12,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-13,1,2025,10,13,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-14,2,2025,10,14,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-15,3,2025,10,15,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-16,4,2025,10,16,0,0,a,c,24000.0,4.0,2013.0,0,,,
7,2025-10-17,5,2025,10,17,0,0,a,c,24000.0,4.0,2013.0,0,,,
8,2025-09-18,4,2025,9,18,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-19,5,2025,9,19,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-20,6,2025,9,20,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-21,7,2025,9,21,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-22,1,2025,9,22,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-23,2,2025,9,23,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-24,3,2025,9,24,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-25,4,2025,9,25,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-26,5,2025,9,26,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-27,6,2025,9,27,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-28,7,2025,9,28,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-29,1,2025,9,29,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-09-30,2,2025,9,30,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-01,3,2025,10,1,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-02,4,2025,10,2,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-03,5,2025,10,3,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-04,6,2025,10,4,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-05,7,2025,10,5,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-06,1,2025,10,6,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-07,2,2025,10,7,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-08,3,2025,10,8,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-09,4,2025,10,9,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-10,5,2025,10,10,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-11,6,2025,10,11,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-12,7,2025,10,12,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-13,1,2025,10,13,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-14,2,2025,10,14,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-15,3,2025,10,15,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-16,4,2025,10,16,0,0,a,a,7520.0,10.0,2014.0,0,,,
8,2025-10-17,5,2025,10,17,0,0,a,a,7520.0,10.0,2014.0,0,,,
9,2025-09-18,4,2025,9,18,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-19,5,2025,9,19,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-20,6,2025,9,20,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-21,7,2025,9,21,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-22,1,2025,9,22,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-23,2,2025,9,23,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-24,3,2025,9,24,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-25,4,2025,9,25,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-26,5,2025,9,26,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-27,6,2025,9,27,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-28,7,2025,9,28,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-29,1,2025,9,29,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-09-30,2,2025,9,30,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-01,3,2025,10,1,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-02,4,2025,10,2,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-03,5,2025,10,3,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-04,6,2025,10,4,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-05,7,2025,10,5,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-06,1,2025,10,6,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-07,2,2025,10,7,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-08,3,2025,10,8,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-09,4,2025,10,9,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-10,5,2025,10,10,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-11,6,2025,10,11,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-12,7,2025,10,12,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-13,1,2025,10,13,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-14,2,2025,10,14,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-15,3,2025,10,15,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-16,4,2025,10,16,0,0,a,c,2030.0,8.0,2000.0,0,,,
9,2025-10-17,5,2025,10,17,0,0,a,c,2030.0,8.0,2000.0,0,,,
10,2025-09-18,4,2025,9,18,0,0,a,a,3160.0,9.0,2009.0,0,,,
10,2025-09-19,5,2025,9,19,0,0,a,a,3160.0,9.0,2009.0,0,,,
10,2025-09-20,6,2025,9,20,0,0,a,a,3160.0,9.0,2009.0,0,,,
10,2025-09-21,7,2025,9,21,0,0,a,a,3160.0,9.0,2009.0,0,,,
10,2025-09-22,1,2025,9,22,0,0,a,a,3160.0,9.0,2009.0,0,,,
